outlay_category,outlay_subcategory,changes_baseline_date,baseline_name,change_category,projected_fiscal_year,changes_projected_outlay
Discretionary,Nondefense Discretionary,1995-12-01,December 1995 Baseline (Post-Legislation),Legislative,2003,0.000
Discretionary,Nondefense Discretionary,1995-12-01,December 1995 Baseline (Post-Legislation),Legislative,2004,0.000
Discretionary,Nondefense Discretionary,1995-12-01,December 1995 Baseline (Post-Legislation),Legislative,2005,0.000
Discretionary,Nondefense Discretionary,1995-12-01,December 1995 Baseline (Post-Legislation),Technical,1995,-4.701
Discretionary,Nondefense Discretionary,1995-12-01,December 1995 Baseline (Post-Legislation),Technical,1995,-1.152
Discretionary,Nondefense Discretionary,1995-12-01,December 1995 Baseline (Post-Legislation),Technical,1996,0.000
Discretionary,Nondefense Discretionary,1995-12-01,December 1995 Baseline (Post-Legislation),Technical,1996,1.548
Discretionary,Nondefense Discretionary,1995-12-01,December 1995 Baseline (Post-Legislation),Technical,1997,0.000
Discretionary,Nondefense Discretionary,1995-12-01,December 1995 Baseline (Post-Legislation),Technical,1997,0.950
Discretionary,Nondefense Discretionary,1995-12-01,December 1995 Baseline (Post-Legislation),Technical,1998,0.000
Discretionary,Nondefense Discretionary,1995-12-01,December 1995 Baseline (Post-Legislation),Technical,1998,-0.329
Discretionary,Nondefense Discretionary,1995-12-01,December 1995 Baseline (Post-Legislation),Technical,1999,0.000
Discretionary,Nondefense Discretionary,1995-12-01,December 1995 Baseline (Post-Legislation),Technical,1999,-0.340
Discretionary,Nondefense Discretionary,1995-12-01,December 1995 Baseline (Post-Legislation),Technical,2000,0.000
Discretionary,Nondefense Discretionary,1995-12-01,December 1995 Baseline (Post-Legislation),Technical,2000,-0.351
Discretionary,Nondefense Discretionary,1995-12-01,December 1995 Baseline (Post-Legislation),Technical,2001,0.000
Discretionary,Nondefense Discretionary,1995-12-01,December 1995 Baseline (Post-Legislation),Technical,2002,0.000
Discretionary,Nondefense Discretionary,1995-12-01,December 1995 Baseline (Post-Legislation),Technical,2003,0.000
Discretionary,Nondefense Discretionary,1995-12-01,December 1995 Baseline (Post-Legislation),Technical,2004,0.000
Discretionary,Nondefense Discretionary,1995-12-01,December 1995 Baseline (Post-Legislation),Technical,2005,0.000
Discretionary,Nondefense Discretionary,1996-05-01,May 1996 Baseline (Pre-Legislation),Economic,1996,0.000
Discretionary,Nondefense Discretionary,1996-05-01,May 1996 Baseline (Pre-Legislation),Economic,1997,0.000
Discretionary,Nondefense Discretionary,1996-05-01,May 1996 Baseline (Pre-Legislation),Economic,1998,0.000
Discretionary,Nondefense Discretionary,1996-05-01,May 1996 Baseline (Pre-Legislation),Economic,1999,0.000
Discretionary,Nondefense Discretionary,1996-05-01,May 1996 Baseline (Pre-Legislation),Economic,2000,0.000
Discretionary,Nondefense Discretionary,1996-05-01,May 1996 Baseline (Pre-Legislation),Economic,2001,0.000
Discretionary,Nondefense Discretionary,1996-05-01,May 1996 Baseline (Pre-Legislation),Economic,2002,0.000
Discretionary,Nondefense Discretionary,1996-05-01,May 1996 Baseline (Pre-Legislation),Economic,2003,0.000
Discretionary,Nondefense Discretionary,1996-05-01,May 1996 Baseline (Pre-Legislation),Economic,2004,0.000
Discretionary,Nondefense Discretionary,1996-05-01,May 1996 Baseline (Pre-Legislation),Economic,2005,0.000
Discretionary,Nondefense Discretionary,1996-05-01,May 1996 Baseline (Pre-Legislation),Legislative,1996,-14.718
Discretionary,Nondefense Discretionary,1996-05-01,May 1996 Baseline (Pre-Legislation),Legislative,1997,-2.553
Discretionary,Nondefense Discretionary,1996-05-01,May 1996 Baseline (Pre-Legislation),Legislative,1998,0.000
Discretionary,Nondefense Discretionary,1996-05-01,May 1996 Baseline (Pre-Legislation),Legislative,1999,0.000
Discretionary,Nondefense Discretionary,1996-05-01,May 1996 Baseline (Pre-Legislation),Legislative,2000,0.000
Discretionary,Nondefense Discretionary,1996-05-01,May 1996 Baseline (Pre-Legislation),Legislative,2001,0.000
Discretionary,Nondefense Discretionary,1996-05-01,May 1996 Baseline (Pre-Legislation),Legislative,2002,0.000
Discretionary,Nondefense Discretionary,1996-05-01,May 1996 Baseline (Pre-Legislation),Legislative,2003,0.000
Discretionary,Nondefense Discretionary,1996-05-01,May 1996 Baseline (Pre-Legislation),Legislative,2004,0.000
Discretionary,Nondefense Discretionary,1996-05-01,May 1996 Baseline (Pre-Legislation),Legislative,2005,0.000
Discretionary,Nondefense Discretionary,1996-05-01,May 1996 Baseline (Pre-Legislation),Legislative,2006,0.000
Discretionary,Nondefense Discretionary,1996-05-01,May 1996 Baseline (Pre-Legislation),Technical,1996,0.789
Discretionary,Nondefense Discretionary,1996-05-01,May 1996 Baseline (Pre-Legislation),Technical,1997,1.118
Discretionary,Nondefense Discretionary,1996-05-01,May 1996 Baseline (Pre-Legislation),Technical,1998,-2.226
Discretionary,Nondefense Discretionary,1996-05-01,May 1996 Baseline (Pre-Legislation),Technical,1999,-0.694
Discretionary,Nondefense Discretionary,1996-05-01,May 1996 Baseline (Pre-Legislation),Technical,2000,-2.287
Discretionary,Nondefense Discretionary,1996-05-01,May 1996 Baseline (Pre-Legislation),Technical,2001,4.857
Discretionary,Nondefense Discretionary,1996-05-01,May 1996 Baseline (Pre-Legislation),Technical,2002,3.006
Discretionary,Nondefense Discretionary,1996-05-01,May 1996 Baseline (Pre-Legislation),Technical,2003,3.063
Discretionary,Nondefense Discretionary,1996-05-01,May 1996 Baseline (Pre-Legislation),Technical,2004,3.850
Discretionary,Nondefense Discretionary,1996-05-01,May 1996 Baseline (Pre-Legislation),Technical,2005,0.836
Discretionary,Nondefense Discretionary,1996-05-01,May 1996 Baseline (Pre-Legislation),Technical,2006,0.000
Discretionary,Nondefense Discretionary,1997-01-01,January 1997 Baseline,Economic,1996,0.000
Discretionary,Nondefense Discretionary,1997-01-01,January 1997 Baseline,Economic,1997,0.000
Discretionary,Nondefense Discretionary,1997-01-01,January 1997 Baseline,Economic,1998,-4.042
Discretionary,Nondefense Discretionary,1997-01-01,January 1997 Baseline,Economic,1999,-3.619
Discretionary,Nondefense Discretionary,1997-01-01,January 1997 Baseline,Economic,2000,-3.168
Discretionary,Nondefense Discretionary,1997-01-01,January 1997 Baseline,Economic,2001,-2.687
Discretionary,Nondefense Discretionary,1997-01-01,January 1997 Baseline,Economic,2002,-2.768
Discretionary,Nondefense Discretionary,1997-01-01,January 1997 Baseline,Economic,2003,-2.851
Discretionary,Nondefense Discretionary,1997-01-01,January 1997 Baseline,Economic,2004,-2.936
Discretionary,Nondefense Discretionary,1997-01-01,January 1997 Baseline,Economic,2005,-2.379
Discretionary,Nondefense Discretionary,1997-01-01,January 1997 Baseline,Economic,2006,-1.786
Discretionary,Nondefense Discretionary,1997-01-01,January 1997 Baseline,Legislative,1996,2.081
Discretionary,Nondefense Discretionary,1997-01-01,January 1997 Baseline,Legislative,1997,-2.337
Discretionary,Nondefense Discretionary,1997-01-01,January 1997 Baseline,Legislative,1998,0.988
Discretionary,Nondefense Discretionary,1997-01-01,January 1997 Baseline,Legislative,1999,1.047
Discretionary,Nondefense Discretionary,1997-01-01,January 1997 Baseline,Legislative,2000,1.688
Discretionary,Nondefense Discretionary,1997-01-01,January 1997 Baseline,Legislative,2001,1.732
Discretionary,Nondefense Discretionary,1997-01-01,January 1997 Baseline,Legislative,2002,1.778
Discretionary,Nondefense Discretionary,1997-01-01,January 1997 Baseline,Legislative,2003,1.825
Discretionary,Nondefense Discretionary,1997-01-01,January 1997 Baseline,Legislative,2004,1.875
Discretionary,Nondefense Discretionary,1997-01-01,January 1997 Baseline,Legislative,2005,1.915
Discretionary,Nondefense Discretionary,1997-01-01,January 1997 Baseline,Legislative,2006,1.973
Discretionary,Nondefense Discretionary,1997-01-01,January 1997 Baseline,Technical,1996,-2.165
Discretionary,Nondefense Discretionary,1997-01-01,January 1997 Baseline,Technical,1997,2.837
Discretionary,Nondefense Discretionary,1997-01-01,January 1997 Baseline,Technical,1998,-0.065
Discretionary,Nondefense Discretionary,1997-01-01,January 1997 Baseline,Technical,1999,0.130
Discretionary,Nondefense Discretionary,1997-01-01,January 1997 Baseline,Technical,2000,0.135
Discretionary,Nondefense Discretionary,1997-01-01,January 1997 Baseline,Technical,2001,0.138
Discretionary,Nondefense Discretionary,1997-01-01,January 1997 Baseline,Technical,2002,0.143
Discretionary,Nondefense Discretionary,1997-01-01,January 1997 Baseline,Technical,2003,0.147
Discretionary,Nondefense Discretionary,1997-01-01,January 1997 Baseline,Technical,2004,0.150
Discretionary,Nondefense Discretionary,1997-01-01,January 1997 Baseline,Technical,2005,0.155
Discretionary,Nondefense Discretionary,1997-01-01,January 1997 Baseline,Technical,2006,0.159
Discretionary,Nondefense Discretionary,1997-03-01,March 1997 Baseline (Pre-Policy),Economic,1997,0.000
Discretionary,Nondefense Discretionary,1997-03-01,March 1997 Baseline (Pre-Policy),Economic,1998,0.000
Discretionary,Nondefense Discretionary,1997-03-01,March 1997 Baseline (Pre-Policy),Economic,1999,0.000
Discretionary,Nondefense Discretionary,1997-03-01,March 1997 Baseline (Pre-Policy),Economic,2000,0.000
Discretionary,Nondefense Discretionary,1997-03-01,March 1997 Baseline (Pre-Policy),Economic,2001,0.000
Discretionary,Nondefense Discretionary,1997-03-01,March 1997 Baseline (Pre-Policy),Economic,2002,0.000
Discretionary,Nondefense Discretionary,1997-03-01,March 1997 Baseline (Pre-Policy),Economic,2003,0.000
Discretionary,Nondefense Discretionary,1997-03-01,March 1997 Baseline (Pre-Policy),Economic,2004,0.000
Discretionary,Nondefense Discretionary,1997-03-01,March 1997 Baseline (Pre-Policy),Economic,2005,0.000
Discretionary,Nondefense Discretionary,1997-03-01,March 1997 Baseline (Pre-Policy),Economic,2006,0.000
Discretionary,Nondefense Discretionary,1997-03-01,March 1997 Baseline (Pre-Policy),Economic,2007,0.000
Discretionary,Nondefense Discretionary,1997-03-01,March 1997 Baseline (Pre-Policy),Legislative,1997,0.000
Discretionary,Nondefense Discretionary,1997-03-01,March 1997 Baseline (Pre-Policy),Legislative,1998,0.000
Discretionary,Nondefense Discretionary,1997-03-01,March 1997 Baseline (Pre-Policy),Legislative,1999,0.000
Discretionary,Nondefense Discretionary,1997-03-01,March 1997 Baseline (Pre-Policy),Legislative,2000,0.000
Discretionary,Nondefense Discretionary,1997-03-01,March 1997 Baseline (Pre-Policy),Legislative,2001,0.000
Discretionary,Nondefense Discretionary,1997-03-01,March 1997 Baseline (Pre-Policy),Legislative,2002,0.000
Discretionary,Nondefense Discretionary,1997-03-01,March 1997 Baseline (Pre-Policy),Legislative,2003,0.000
Discretionary,Nondefense Discretionary,1997-03-01,March 1997 Baseline (Pre-Policy),Legislative,2004,0.000
Discretionary,Nondefense Discretionary,1997-03-01,March 1997 Baseline (Pre-Policy),Legislative,2005,0.000
Discretionary,Nondefense Discretionary,1997-03-01,March 1997 Baseline (Pre-Policy),Legislative,2006,0.000
Discretionary,Nondefense Discretionary,1997-03-01,March 1997 Baseline (Pre-Policy),Legislative,2007,0.000
Discretionary,Nondefense Discretionary,1997-03-01,March 1997 Baseline (Pre-Policy),Technical,1997,0.662
Discretionary,Nondefense Discretionary,1997-03-01,March 1997 Baseline (Pre-Policy),Technical,1998,1.946
Discretionary,Nondefense Discretionary,1997-03-01,March 1997 Baseline (Pre-Policy),Technical,1999,2.452
Discretionary,Nondefense Discretionary,1997-03-01,March 1997 Baseline (Pre-Policy),Technical,2000,2.315
Discretionary,Nondefense Discretionary,1997-03-01,March 1997 Baseline (Pre-Policy),Technical,2001,2.082
Discretionary,Nondefense Discretionary,1997-03-01,March 1997 Baseline (Pre-Policy),Technical,2002,1.616
Discretionary,Nondefense Discretionary,1997-03-01,March 1997 Baseline (Pre-Policy),Technical,2003,1.775
Discretionary,Nondefense Discretionary,1997-03-01,March 1997 Baseline (Pre-Policy),Technical,2004,1.941
Discretionary,Nondefense Discretionary,1997-03-01,March 1997 Baseline (Pre-Policy),Technical,2005,2.052
Discretionary,Nondefense Discretionary,1997-03-01,March 1997 Baseline (Pre-Policy),Technical,2006,2.001
Discretionary,Nondefense Discretionary,1997-03-01,March 1997 Baseline (Pre-Policy),Technical,2007,1.958
Discretionary,Nondefense Discretionary,1997-09-01,September 1997 Baseline,Economic,1997,0.000
Discretionary,Nondefense Discretionary,1997-09-01,September 1997 Baseline,Economic,1998,0.000
Discretionary,Nondefense Discretionary,1997-09-01,September 1997 Baseline,Economic,1999,0.000
Discretionary,Nondefense Discretionary,1997-09-01,September 1997 Baseline,Economic,2000,0.000
Discretionary,Nondefense Discretionary,1997-09-01,September 1997 Baseline,Economic,2001,0.000
Discretionary,Nondefense Discretionary,1997-09-01,September 1997 Baseline,Economic,2002,0.000
Discretionary,Nondefense Discretionary,1997-09-01,September 1997 Baseline,Economic,2003,0.000
Discretionary,Nondefense Discretionary,1997-09-01,September 1997 Baseline,Economic,2004,0.000
Discretionary,Nondefense Discretionary,1997-09-01,September 1997 Baseline,Economic,2005,0.000
Discretionary,Nondefense Discretionary,1997-09-01,September 1997 Baseline,Economic,2006,0.000
Discretionary,Nondefense Discretionary,1997-09-01,September 1997 Baseline,Economic,2007,0.000
Discretionary,Nondefense Discretionary,1997-09-01,September 1997 Baseline,Legislative,1997,2.770
Discretionary,Nondefense Discretionary,1997-09-01,September 1997 Baseline,Legislative,1998,10.823
Discretionary,Nondefense Discretionary,1997-09-01,September 1997 Baseline,Legislative,1999,-1.123
Discretionary,Nondefense Discretionary,1997-09-01,September 1997 Baseline,Legislative,2000,-13.790
Discretionary,Nondefense Discretionary,1997-09-01,September 1997 Baseline,Legislative,2001,-31.392
Discretionary,Nondefense Discretionary,1997-09-01,September 1997 Baseline,Legislative,2002,-53.301
Discretionary,Nondefense Discretionary,1997-09-01,September 1997 Baseline,Legislative,2003,-54.891
Discretionary,Nondefense Discretionary,1997-09-01,September 1997 Baseline,Legislative,2004,-56.531
Discretionary,Nondefense Discretionary,1997-09-01,September 1997 Baseline,Legislative,2005,-58.267
Discretionary,Nondefense Discretionary,1997-09-01,September 1997 Baseline,Legislative,2006,-60.064
Discretionary,Nondefense Discretionary,1997-09-01,September 1997 Baseline,Legislative,2007,-61.914
Discretionary,Nondefense Discretionary,1997-09-01,September 1997 Baseline,Technical,1997,-4.393
Discretionary,Nondefense Discretionary,1997-09-01,September 1997 Baseline,Technical,1998,-0.446
Discretionary,Nondefense Discretionary,1997-09-01,September 1997 Baseline,Technical,1999,0.250
Discretionary,Nondefense Discretionary,1997-09-01,September 1997 Baseline,Technical,2000,0.231
Discretionary,Nondefense Discretionary,1997-09-01,September 1997 Baseline,Technical,2001,0.111
Discretionary,Nondefense Discretionary,1997-09-01,September 1997 Baseline,Technical,2002,0.048
Discretionary,Nondefense Discretionary,1997-09-01,September 1997 Baseline,Technical,2003,0.575
Discretionary,Nondefense Discretionary,1997-09-01,September 1997 Baseline,Technical,2004,1.169
Discretionary,Nondefense Discretionary,1997-09-01,September 1997 Baseline,Technical,2005,1.192
Discretionary,Nondefense Discretionary,1997-09-01,September 1997 Baseline,Technical,2006,1.231
Discretionary,Nondefense Discretionary,1997-09-01,September 1997 Baseline,Technical,2007,1.268
Discretionary,Nondefense Discretionary,1998-01-01,January 1998 Baseline,Economic,1997,0.000
Discretionary,Nondefense Discretionary,1998-01-01,January 1998 Baseline,Economic,1998,0.000
Discretionary,Nondefense Discretionary,1998-01-01,January 1998 Baseline,Economic,1999,0.000
Discretionary,Nondefense Discretionary,1998-01-01,January 1998 Baseline,Economic,2000,0.000
Discretionary,Nondefense Discretionary,1998-01-01,January 1998 Baseline,Economic,2001,0.000
Discretionary,Nondefense Discretionary,1998-01-01,January 1998 Baseline,Economic,2002,0.000
Discretionary,Nondefense Discretionary,1998-01-01,January 1998 Baseline,Economic,2003,-1.682
Discretionary,Nondefense Discretionary,1998-01-01,January 1998 Baseline,Economic,2004,-3.462
Discretionary,Nondefense Discretionary,1998-01-01,January 1998 Baseline,Economic,2005,-5.346
Discretionary,Nondefense Discretionary,1998-01-01,January 1998 Baseline,Economic,2006,-7.338
Discretionary,Nondefense Discretionary,1998-01-01,January 1998 Baseline,Economic,2007,-9.444
Discretionary,Nondefense Discretionary,1998-01-01,January 1998 Baseline,Legislative,1997,0.000
